ID,Genero,Grado,Pregunta_1,Pregunta_2,Pregunta_3,Pregunta_4,Pregunta_5,Pregunta_6,Pregunta_7,Pregunta_8,Pregunta_9,Pregunta_10,Pregunta_11,Pregunta_12,Pregunta_13,Pregunta_14,Pregunta_15,Pregunta_16,Pregunta_17,Pregunta_18,Pregunta_19,Pregunta_20,Pregunta_21,Pregunta_22,Pregunta_23,Pregunta_24,Pregunta_25,Pregunta_26,Pregunta_27,Pregunta_28,Pregunta_29,Pregunta_30,Pregunta_31,Pregunta_32,Pregunta_33,Pregunta_34,Pregunta_35,Pregunta_36,Pregunta_37,Pregunta_38,Pregunta_39,Pregunta_40,Pregunta_41,Pregunta_42,Pregunta_43,Pregunta_44,Pregunta_45,Pregunta_46,Pregunta_47,Pregunta_48,Pregunta_49,Pregunta_50,Pregunta_51,Pregunta_52,Pregunta_53,Pregunta_54,Pregunta_55,Pregunta_56,Pregunta_57,Pregunta_58,Pregunta_59,Pregunta_60,Pregunta_61,Pregunta_62,Pregunta_63,Pregunta_64,Pregunta_65,Pregunta_66,Pregunta_67,Pregunta_68,Pregunta_69,Pregunta_70,Pregunta_71,Pregunta_72,Pregunta_73,Pregunta_74,Pregunta_75,Pregunta_76,Pregunta_77,Pregunta_78,Pregunta_79,Pregunta_80,Pregunta_81,Pregunta_82,Pregunta_83,Pregunta_84,Pregunta_85,Pregunta_86,Pregunta_87,Pregunta_88,Pregunta_89,Pregunta_90,Pregunta_91,Pregunta_92,Pregunta_93,Pregunta_94,Pregunta_95,Pregunta_96,Pregunta_97,Pregunta_98,Pregunta_99,Pregunta_100,Pregunta_101,Pregunta_102,Pregunta_103,Pregunta_104,Pregunta_105,Pregunta_106,Pregunta_107,Pregunta_108,Pregunta_109,Pregunta_110,Pregunta_111,Pregunta_112,Pregunta_113,Pregunta_114,Pregunta_115,Pregunta_116,Pregunta_117,Pregunta_118,Pregunta_119,Pregunta_120,Pregunta_121,Pregunta_122,Pregunta_123,Pregunta_124,Pregunta_125,Pregunta_126,Pregunta_127,Pregunta_128,Pregunta_129,Pregunta_130,Pregunta_131,Pregunta_132,Pregunta_133,Pregunta_134,Pregunta_135,Pregunta_136,Pregunta_137,Pregunta_138,Pregunta_139,Pregunta_140,Pregunta_141,Pregunta_142,Pregunta_143,total_ninguno,total_opcion_A,total_opcion_B,total_ambos,porc_ninguno,porc_opcion_A,porc_opcion_B,porc_ambos,respuestas_validas,tasa_completitud,genero_etiqueta,puntaje_CCFM,porc_CCFM,puntaje_CCSS,porc_CCSS,puntaje_CCNA,porc_CCNA,puntaje_CCCO,porc_CCCO,puntaje_ARTE,porc_ARTE,puntaje_BURO,porc_BURO,puntaje_CCEP,porc_CCEP,puntaje_HAA,porc_HAA,puntaje_FINA,porc_FINA,puntaje_LING,porc_LING,puntaje_JURI,porc_JURI,area_dominante,puntaje_dominante,area_dominante_nombre
289,1,5,3,1,2,1,0,3,1,1,3,2,1,2,2,3,3,3,0,0,0,3,1,3,3,3,3,1,0.0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,3,0,0,0,3,1,2,1,3.0,3,3,3,0,3,1,0,0,0,0,0,0,3,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,2,2,0,0,0,0,3,3,0,1,1,0,0,2,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,0,1,0,0,1,0,0,2,73,26,18,26,51.05,18.18,12.59,18.18,70,48.95,Masculino,14.0,42.42,9,27.27,19,57.58,8,24.24,6,18.18,7,21.21,10,30.3,6,18.18,8,24.24,8,24.24,10.0,30.3,CCNA,19.0,Ciencias Naturales
292,0,5,3,1,1,2,3,3,1,3,1,1,0,2,2,2,2,1,2,1,2,2,1,2,1,3,3,2,3.0,2,1,2,1,2,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,1,3,3.0,3,3,1,1,2,2,2,3,3,2,2,2,3,1,1,1,2,2,2,3,0,0,0,0,0,0,1,0,1,2,1,1,3,3,3,2,1,3,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,3,1,3,2,3,2,2,1,1,1,2,2,1,1,2,2,3,3,0,9,53,56,25,6.29,37.06,39.16,17.48,134,93.71,Femenino,19.0,57.58,16,48.48,14,42.42,17,51.52,21,63.64,20,60.61,17,51.52,18,54.55,13,39.39,21,63.64,23.0,69.7,JURI,23.0,Jurídico
294,1,5,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,3,2,2,1,3,1,2,1,1,1,1,1.0,2,1,1,1,2,1,1,3,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2.0,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,3,0,1,2,1,76,61,5,0.7,53.15,42.66,3.5,142,99.3,Masculino,12.0,36.36,19,57.58,14,42.42,17,51.52,14,42.42,20,60.61,17,51.52,18,54.55,15,45.45,20,60.61,14.0,42.42,BURO,20.0,Burocracia/Administrativo
295,1,5,2,1,2,2,2,3,3,2,3,2,1,1,1,3,0,0,2,3,1,1,1,2,1,2,1,2,2.0,3,2,2,2,3,1,2,1,2,1,2,1,1,3,2,2,2,1,1,3,2,2,1.0,2,0,1,2,2,2,2,1,3,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,1,3,1,1,1,2,2,2,1,2,1,2,3,2,1,2,2,1,2,1,1,3,1,2,1,2,1,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,46,77,17,2.1,32.17,53.85,11.89,140,97.9,Masculino,20.0,60.61,20,60.61,19,57.58,20,60.61,25,75.76,18,54.55,20,60.61,20,60.61,19,57.58,19,57.58,17.0,51.52,ARTE,25.0,Artes
296,0,5,3,2,2,2,1,1,1,1,1,1,0,2,1,3,2,2,3,2,1,2,2,1,2,2,2,1,0.0,1,2,2,2,2,2,2,2,1,1,2,1,2,1,3,2,2,2,1,1,2,1,1.0,2,1,0,1,1,2,1,3,2,2,2,1,1,1,2,2,0,1,0,1,2,1,1,0,1,0,1,0,2,1,2,2,2,0,1,2,2,2,1,2,2,0,0,1,1,1,1,3,1,0,2,2,2,2,0,0,1,2,2,0,0,1,0,1,1,2,2,2,1,1,1,2,0,2,1,0,0,2,2,2,1,2,2,1,2,0,1,2,2,1,2,3,0,22,52,62,7,15.38,36.36,43.36,4.9,121,84.62,Femenino,15.0,45.45,11,33.33,18,54.55,18,54.55,18,54.55,12,36.36,16,48.48,16,48.48,12,36.36,13,39.39,13.0,39.39,CCNA,18.0,Ciencias Naturales
298,1,4,2,1,2,2,2,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0.0,0,0,0,2,1,0,2,1,0,0,2,0,1,0,0,0,0,2,2,1,1,2,2.0,2,0,1,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,2,0,0,0,1,2,2,1,1,0,0,2,2,1,2,2,2,2,2,1,1,2,0,0,2,2,0,0,0,0,2,2,0,2,2,0,0,2,0,3,0,0,0,0,0,0,2,1,1,0,0,0,2,74,27,40,2,51.75,18.88,27.97,1.4,69,48.25,Masculino,7.0,21.21,3,9.09,6,18.18,7,21.21,12,36.36,10,30.3,8,24.24,15,45.45,8,24.24,2,6.06,10.0,30.3,HAA,15.0,Humanidades y Arquitectura
300,1,4,2,2,3,1,3,1,2,1,1,2,3,2,1,1,3,1,2,2,1,1,3,2,1,2,3,3,2.0,1,3,2,3,2,3,1,2,2,3,1,2,2,1,3,1,3,1,2,1,2,2,2.0,2,2,1,2,1,3,2,2,2,1,1,2,1,3,3,2,1,3,1,1,2,1,2,2,3,3,2,3,2,1,2,2,3,2,2,2,1,1,1,2,2,1,2,3,2,1,3,3,1,2,2,1,1,2,1,3,2,2,2,2,2,2,2,3,1,3,1,3,2,1,3,2,2,2,3,1,3,2,1,3,1,3,2,2,2,1,3,2,2,3,2,3,2,0,43,64,36,0.0,30.07,44.76,25.17,143,100.0,Masculino,18.0,54.55,21,63.64,24,72.73,21,63.64,24,72.73,19,57.58,23,69.7,19,57.58,18,54.55,24,72.73,21.0,63.64,CCNA,24.0,Ciencias Naturales
301,1,4,0,1,0,0,0,0,1,0,0,0,0,3,1,2,3,2,2,0,1,1,0,0,3,2,2,1,0.0,0,3,2,2,2,2,2,2,0,0,2,1,0,0,1,0,0,2,1,0,2,1,0.0,0,0,2,1,3,0,0,2,1,2,0,0,3,0,2,2,3,1,0,0,1,0,2,0,2,2,0,2,2,2,3,1,2,0,2,2,2,0,1,2,3,2,3,1,1,0,2,0,0,2,0,0,1,2,3,2,3,1,0,2,3,0,1,1,2,0,2,0,0,2,2,1,0,3,2,1,0,2,1,3,0,0,1,0,0,2,0,2,0,0,0,3,0,57,26,44,16,39.86,18.18,30.77,11.19,86,60.14,Masculino,13.0,39.39,15,45.45,20,60.61,9,27.27,5,15.15,14,42.42,14,42.42,12,36.36,10,30.3,7,21.21,12.0,36.36,CCNA,20.0,Ciencias Naturales
302,1,4,1,1,2,1,2,3,2,1,2,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,2,0,0.0,0,0,1,1,0,1,0,1,3,0,1,3,1,0,0,0,0,1,1,2,1,1,0.0,1,3,1,3,1,1,1,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,1,3,3,3,3,3,3,3,3,1,3,1,1,2,1,3,1,3,1,1,1,1,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,3,3,1,0,1,0,2,2,3,24,69,23,27,16.78,48.25,16.08,18.88,119,83.22,Masculino,11.0,33.33,15,45.45,14,42.42,14,42.42,16,48.48,18,54.55,19,57.58,12,36.36,15,45.45,15,45.45,12.0,36.36,CCEP,19.0,Ciencias Económico-Políticas
303,1,4,0,1,1,0,1,1,3,3,2,1,0,1,1,1,2,0,2,1,0,0,2,2,1,1,2,1,2.0,2,2,2,2,0,2,3,3,0,0,1,1,3,1,1,0,1,0,2,1,2,0,0.0,1,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,73,35,30,5,51.05,24.48,20.98,3.5,70,48.95,Masculino,8.0,24.24,9,27.27,7,21.21,6,18.18,11,33.33,3,9.09,9,27.27,11,33.33,15,45.45,5,15.15,5.0,15.15,FINA,15.0,Finanzas
306,1,4,0,1,3,3,1,1,2,1,1,1,2,1,2,1,1,3,1,2,1,2,1,2,1,2,1,2,1.0,1,1,2,2,1,1,1,2,1,2,1,2,1,0,1,2,0,1,1,0,1,3,1.0,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,3,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,3,3,1,2,1,2,1,2,2,2,2,2,2,1,1,1,4,82,49,8,2.8,57.34,34.27,5.59,139,97.2,Masculino,12.0,36.36,12,36.36,19,57.58,16,48.48,17,51.52,13,39.39,16,48.48,12,36.36,17,51.52,17,51.52,20.0,60.61,JURI,20.0,Jurídico
308,1,4,2,1,1,1,2,2,2,3,3,1,2,2,2,1,2,1,3,1,3,3,1,1,1,3,2,2,2.0,2,2,1,1,1,3,2,3,3,1,1,1,1,2,2,1,3,3,1,1,2,1,2.0,1,1,2,2,3,1,1,1,2,1,2,1,2,2,2,3,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,3,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,3,1,3,3,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,0,67,57,19,0.0,46.85,39.86,13.29,143,100.0,Masculino,18.0,54.55,21,63.64,18,54.55,17,51.52,19,57.58,18,54.55,18,54.55,18,54.55,21,63.64,17,51.52,19.0,57.58,CCSS,21.0,Ciencias Sociales
309,1,5,1,3,3,1,1,1,0,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,3,3,0,0,3.0,1,3,3,0,0,2,3,0,3,3,0,3,0,3,3,0,3,0,3,0,3,0,3.0,0,3,3,3,3,3,3,3,0,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,16,5,105,11.89,11.19,3.5,73.43,126,88.11,Masculino,27.0,81.82,29,87.88,31,93.94,26,78.79,26,78.79,23,69.7,24,72.73,23,69.7,27,81.82,26,78.79,31.0,93.94,CCNA,31.0,Ciencias Naturales
